10001	23347.571428571428571428
10002	45145.166666666666666666
10003	50948.166666666666666666
10004	21802.857142857142857142
10005	8383.750000000000000000
10006	7594.142857142857142857
10007	11772.500000000000000000
10009	57653.750000000000000000
1001	17757.285714285714285714
10010	45912.333333333333333333
10011	31603.142857142857142857
10012	45361.166666666666666666
10013	28175.714285714285714285
10014	33683.250000000000000000
10016	25605.666666666666666666
10017	16578.500000000000000000
10018	30807.714285714285714285
10019	24419.142857142857142857
1002	9096.500000000000000000
10021	27126.200000000000000000
10022	27878.833333333333333333
10023	42087.500000000000000000
10024	55957.400000000000000000
10025	61898.250000000000000000
10026	59656.400000000000000000
10027	47801.875000000000000000
10028	43905.000000000000000000
10029	51107.000000000000000000
1003	14890.333333333333333333
10030	37017.400000000000000000
10031	45000.400000000000000000
10032	46226.000000000000000000
10033	43319.400000000000000000
10034	48017.500000000000000000
10035	44219.600000000000000000
10036	23928.333333333333333333
10037	32523.600000000000000000
10038	21376.142857142857142857
10039	39439.500000000000000000
10040	44913.000000000000000000
10044	11661.000000000000000000
1005	3638.300000000000000000
10065	35941.666666666666666666
10069	42087.500000000000000000
1007	10419.111111111111111111
10075	29144.500000000000000000
1008	1697.571428571428571428
1009	6974.600000000000000000
1010	3937.444444444444444444
10103	24932.333333333333333333
1011	1668.285714285714285714
10119	7067.666666666666666666
1012	3537.142857142857142857
10128	60532.333333333333333333
1013	25933.833333333333333333
10162	23812.333333333333333333
10165	8288.500000000000000000
10170	8288.500000000000000000
10173	13762.666666666666666666
10199	7067.666666666666666666
1020	19067.444444444444444444
1022	14862.250000000000000000
1026	1014.777777777777777777
1027	10210.900000000000000000
1028	16762.000000000000000000
10280	5144.800000000000000000
10282	10067.000000000000000000
1029	1338.833333333333333333
1030	17597.571428571428571428
10301	49656.000000000000000000
10302	38974.250000000000000000
10303	43645.000000000000000000
10304	44889.250000000000000000
10305	46617.000000000000000000
10306	50246.857142857142857142
10307	23307.500000000000000000
10308	47523.333333333333333333
10309	47857.250000000000000000
1031	2763.600000000000000000
10310	42316.500000000000000000
10312	52119.800000000000000000
10314	42916.875000000000000000
1032	1288.833333333333333333
1033	17239.142857142857142857
1034	6214.416666666666666666
1035	14585.100000000000000000
1036	11331.000000000000000000
1037	3195.833333333333333333
1038	4585.285714285714285714
1039	2410.000000000000000000
1040	23163.666666666666666666
10451	56926.600000000000000000
10452	71287.200000000000000000
10453	75954.200000000000000000
10454	33749.000000000000000000
10455	44808.500000000000000000
10456	60344.428571428571428571
10457	74804.142857142857142857
10458	76461.833333333333333333
10459	52569.857142857142857142
10460	69042.285714285714285714
10461	62189.666666666666666666
10462	64299.375000000000000000
10463	66013.750000000000000000
10464	19300.000000000000000000
10465	53593.200000000000000000
10466	48186.714285714285714285
10467	59849.727272727272727272
10468	78238.333333333333333333
10469	66453.500000000000000000
10470	47708.666666666666666666
10471	56682.250000000000000000
10472	52926.833333333333333333
10473	50413.333333333333333333
10474	43578.000000000000000000
10475	40725.142857142857142857
1050	6142.583333333333333333
10501	10378.250000000000000000
10502	12967.571428571428571428
10503	3715.000000000000000000
10504	10647.777777777777777777
10505	18612.333333333333333333
10506	10246.125000000000000000
10507	9893.750000000000000000
10509	19741.555555555555555555
10510	15037.833333333333333333
10511	10192.200000000000000000
10512	13208.500000000000000000
10514	13187.428571428571428571
10516	13195.000000000000000000
10517	9371.666666666666666666
10518	4971.600000000000000000
10519	11725.000000000000000000
10520	19333.800000000000000000
10522	8090.750000000000000000
10523	10614.428571428571428571
10524	8146.000000000000000000
10526	8008.000000000000000000
10527	10258.000000000000000000
10528	21346.200000000000000000
1053	6809.600000000000000000
10530	16079.200000000000000000
10532	10151.166666666666666666
10533	8657.142857142857142857
10535	14455.750000000000000000
10536	7916.090909090909090909
10537	8860.250000000000000000
10538	26137.400000000000000000
1054	6524.166666666666666666
10541	12676.750000000000000000
10543	21040.400000000000000000
10545	15968.500000000000000000
10546	13751.750000000000000000
10547	11286.500000000000000000
10548	10628.500000000000000000
10549	14993.875000000000000000
10550	26753.875000000000000000
10552	23597.833333333333333333
10553	19883.750000000000000000
1056	12431.125000000000000000
10560	7548.555555555555555555
10562	14155.375000000000000000
10566	12308.000000000000000000
10567	10398.818181818181818181
1057	7771.000000000000000000
10570	10423.000000000000000000
10573	18696.833333333333333333
10576	9131.000000000000000000
10577	16269.800000000000000000
10578	3925.500000000000000000
